poll_utc,feed_utc,pass_id,node,target_utc,dt_sec,station,dish,activity,azimuth_deg,elevation_deg,wind_kmh,up_active_bands,up_x_power_kw,up_spacecraft,down_active_bands
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",216,70,27,S,,JNO,X
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",259,46,27,X,18,SPP,Ka
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Goldstone,DSS23,Engineering DEMO,222,64,27,S,,ACE,S
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",170,64,27,S,,SOHO,S
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,24,0,,,,X
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",28,27,0,S,,STA,X
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",36,22,0,X,5,MRO,
2026-08-02T20:29:33Z,2026-08-02T20:29:30+00:00,135A,A,2026-08-02T20:37:32Z,-479,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",36,22,0,S,,M01O,X
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",216,70,21,S,,JNO,X
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",260,46,21,X,18,SPP,Ka
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Goldstone,DSS23,Engineering DEMO,223,64,21,X,0.2,ACE,S
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",171,64,21,S,,SOHO,S
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,24,0,,,,X
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",28,27,0,X,9.9,STA,X
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",35,22,0,X,5,MRO,
2026-08-02T20:30:33Z,2026-08-02T20:30:30+00:00,135A,A,2026-08-02T20:37:32Z,-419,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",35,22,0,S,,M01O,X
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",217,70,29,X,18,JNO,X
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",260,46,29,X,18,SPP,Ka
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Goldstone,DSS23,Engineering DEMO,223,64,29,X,0.2,ACE,S
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",171,64,29,S,,SOHO,S
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",27,27,0,X,9.9,STA,X
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",35,22,0,X,5,MRO,
2026-08-02T20:31:34Z,2026-08-02T20:31:30+00:00,135A,A,2026-08-02T20:37:32Z,-359,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",35,22,0,S,,M01O,X
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",217,70,26,X,18,JNO,X
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",260,45,26,X,18,SPP,Ka
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Goldstone,DSS23,Engineering DEMO,224,64,26,S,,ACE,S
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",172,64,26,S,,SOHO,S
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",27,27,0,S,,STA,X
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",35,22,0,X,5,MRO,
2026-08-02T20:32:34Z,2026-08-02T20:32:30+00:00,135A,A,2026-08-02T20:37:32Z,-298,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",35,22,0,S,,M01O,X
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",218,70,30,X,18,JNO,X
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",260,45,30,X,18,SPP,Ka
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Goldstone,DSS23,Engineering DEMO,224,63,30,X,0.2,ACE,S
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",173,64,30,S,,SOHO,S
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",27,27,0,S,,STA,X
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",35,23,0,X,5,MRO,
2026-08-02T20:33:34Z,2026-08-02T20:33:30+00:00,135A,A,2026-08-02T20:37:32Z,-238,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",35,23,0,S,,M01O,X
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",219,70,28,X,18,JNO,X
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",260,45,28,X,18,SPP,Ka
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Goldstone,DSS23,Engineering DEMO,224,63,28,S,,ACE,S
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",173,64,28,S,,SOHO,S
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",27,27,0,S,,STA,X
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",35,23,0,X,5,MRO,
2026-08-02T20:34:34Z,2026-08-02T20:34:30+00:00,135A,A,2026-08-02T20:37:32Z,-178,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",34,23,0,S,,M01O,X
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",219,69,14,X,18,JNO,X
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,45,14,X,18,SPP,Ka
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Goldstone,DSS23,Engineering DEMO,225,63,14,S,,ACE,S
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",174,64,14,S,,SOHO,S
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",26,27,0,S,,STA,X
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,5,MRO,
2026-08-02T20:35:35Z,2026-08-02T20:35:30+00:00,135A,A,2026-08-02T20:37:32Z,-118,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,18,M01O,X
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",220,69,30,X,18,JNO,X
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,45,30,X,18,SPP,Ka
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Goldstone,DSS23,Engineering DEMO,225,63,30,S,,ACE,S
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",174,64,30,S,,SOHO,S
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",26,27,0,S,,STA,X
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,5,MRO,
2026-08-02T20:36:35Z,2026-08-02T20:36:30+00:00,135A,A,2026-08-02T20:37:32Z,-57,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,18,M01O,X
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",220,69,21,X,18,JNO,X
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,44,21,X,18,SPP,Ka
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Goldstone,DSS23,Engineering DEMO,226,63,21,S,,ACE,S
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",175,64,21,S,,SOHO,S
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",26,27,0,S,,STA,X
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,5,MRO,
2026-08-02T20:37:35Z,2026-08-02T20:37:30+00:00,135A,A,2026-08-02T20:37:32Z,3,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,18,M01O,X
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",221,69,24,X,18,JNO,X
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,44,24,X,18,SPP,Ka
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Goldstone,DSS23,Engineering DEMO,226,63,24,S,,ACE,S
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",175,64,24,S,,SOHO,S
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",212,23,0,,,,X
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",26,27,0,S,,STA,X
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",34,23,0,X,5,MRO,X
2026-08-02T20:38:36Z,2026-08-02T20:38:30+00:00,135A,A,2026-08-02T20:37:32Z,63,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",34,23,0,S,,M01O,X
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",221,69,25,X,18,JNO,X
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,44,28,X,18,SPP,Ka
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Goldstone,DSS23,Engineering DEMO,227,62,28,S,,ACE,S
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",176,64,28,S,,SOHO,S
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",211,23,0,,,,X
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",26,28,0,X,9.9,STA,X
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",33,23,0,X,5,MRO,X
2026-08-02T20:39:36Z,2026-08-02T20:39:31+00:00,135A,A,2026-08-02T20:37:32Z,124,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",33,23,0,S,,M01O,X
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",222,69,20,X,18,JNO,X
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",261,44,19,X,18,SPP,Ka
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Goldstone,DSS23,Engineering DEMO,227,62,19,S,,ACE,S
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",177,64,19,S,,SOHO,S
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",211,23,0,,,,X
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",25,28,0,S,,STA,X
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",33,23,0,X,5,MRO,X
2026-08-02T20:40:36Z,2026-08-02T20:40:31+00:00,135A,A,2026-08-02T20:37:32Z,184,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",33,23,0,S,,M01O,X
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",222,69,19,X,18,JNO,X
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",262,44,19,X,18,SPP,Ka
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Goldstone,DSS23,Engineering DEMO,227,62,20,S,,ACE,S
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",177,64,20,S,,SOHO,S
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",211,22,0,,,,X
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",25,28,0,S,,STA,X
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",33,23,0,X,5,MRO,X
2026-08-02T20:41:37Z,2026-08-02T20:41:31+00:00,135A,A,2026-08-02T20:37:32Z,244,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",33,23,0,S,,M01O,X
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",223,69,22,X,18,JNO,X
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",262,43,23,X,18,SPP,Ka
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Goldstone,DSS23,Engineering DEMO,228,62,22,X,0.2,ACE,S
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",178,64,22,S,,SOHO,S
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",211,22,0,,,,X
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",25,28,0,S,,STA,X
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",33,24,0,X,5,MRO,X
2026-08-02T20:42:37Z,2026-08-02T20:42:31+00:00,135A,A,2026-08-02T20:37:32Z,305,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",33,24,0,S,,M01O,X
2026-08-02T20:43:37Z,2026-08-02T20:43:36+00:00,135A,A,2026-08-02T20:37:32Z,365,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-02T20:43:37Z,2026-08-02T20:43:36+00:00,135A,A,2026-08-02T20:37:32Z,365,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",224,68,19,S,,JNO,X
2026-08-02T20:43:37Z,2026-08-02T20:43:36+00:00,135A,A,2026-08-02T20:37:32Z,365,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",262,43,20,X,18,SPP,Ka
