poll_utc,feed_utc,pass_id,node,target_utc,dt_sec,station,dish,activity,azimuth_deg,elevation_deg,wind_kmh,up_active_bands,up_x_power_kw,up_spacecraft,down_active_bands
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",258,58,11,X,5.1,MRO,X;X
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",0,90,,,,,
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",128,54,11,S,,SOHO,S
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",304,43,0,S,,LRO,S
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",315,37,0,X,0.1,MMS1,S
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",47,15,0,,,,
2026-08-01T18:56:27Z,2026-08-01T18:56:24+00:00,,,,,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",217,35,0,,,,
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",280,28,2,,,,X;X
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,34,2,X,18,SPP,Ka
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",280,28,2,X,9.9,TGO,X
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,19,0,,,,X
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",24,27,0,S,,M20,
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",62,12,0,,,,
2026-08-01T21:23:52Z,2026-08-01T21:23:47+00:00,144A,A,2026-08-01T21:33:52Z,-600,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",280,28,12,,,,X
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,34,12,X,18,SPP,Ka
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",280,28,12,X,9.9,TGO,X
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",23,28,0,S,,M20,
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",62,12,0,,,,
2026-08-01T21:24:52Z,2026-08-01T21:24:37+00:00,144A,A,2026-08-01T21:33:52Z,-540,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",280,27,19,,,,X
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,34,19,X,18,SPP,Ka
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",280,27,19,X,9.9,TGO,X
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",23,28,0,X,18,M20,
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,12,0,,,,
2026-08-01T21:25:52Z,2026-08-01T21:25:47+00:00,144A,A,2026-08-01T21:33:52Z,-480,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,27,23,,,,X
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,34,23,S,,SPP,Ka
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,27,23,X,9.8,TGO,X
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",23,28,0,S,,M20,
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,12,0,,,,
2026-08-01T21:26:53Z,2026-08-01T21:26:47+00:00,144A,A,2026-08-01T21:33:52Z,-419,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,27,13,,,,X
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,34,13,X,18,SPP,Ka
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,27,13,X,9.9,TGO,X
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",23,28,0,S,,M20,
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,12,0,,,,
2026-08-01T21:27:53Z,2026-08-01T21:27:47+00:00,144A,A,2026-08-01T21:33:52Z,-359,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,27,17,,,,X
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,33,17,X,18,SPP,Ka
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,27,17,X,9.9,TGO,X
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",22,28,0,S,,M20,
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,13,0,,,,
2026-08-01T21:28:53Z,2026-08-01T21:28:47+00:00,144A,A,2026-08-01T21:33:52Z,-299,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,27,13,,,,X
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",269,33,13,S,,SPP,Ka
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,27,13,X,9.9,TGO,X
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",22,28,0,S,,M20,
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,13,0,,,,
2026-08-01T21:29:53Z,2026-08-01T21:29:47+00:00,144A,A,2026-08-01T21:33:52Z,-239,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,26,7,,,,X
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,33,7,S,,SPP,Ka
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,26,7,X,9.9,TGO,X
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",22,28,0,S,,M20,
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",61,13,0,X,0.2,ACE,
2026-08-01T21:30:53Z,2026-08-01T21:30:47+00:00,144A,A,2026-08-01T21:33:52Z,-179,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,26,27,,,,X
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,33,27,S,,SPP,Ka
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,26,27,X,9.9,TGO,X
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",208,18,0,,,,X
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",22,28,0,S,,M20,
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,13,0,X,0.2,ACE,S
2026-08-01T21:31:53Z,2026-08-01T21:31:47+00:00,144A,A,2026-08-01T21:33:52Z,-119,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,26,18,,,,X
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,33,18,S,,SPP,Ka
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,26,18,X,9.9,TGO,X
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,18,0,,,,X
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",21,28,0,S,,M20,
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,13,0,S,,ACE,S
2026-08-01T21:32:53Z,2026-08-01T21:32:48+00:00,144A,A,2026-08-01T21:33:52Z,-59,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",281,26,25,,,,X
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,32,25,S,,SPP,Ka
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",281,26,25,X,9.9,TGO,X
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,18,0,,,,X
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",21,28,0,X,18,M20,
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,14,0,S,,ACE,S
2026-08-01T21:33:53Z,2026-08-01T21:33:48+00:00,144A,A,2026-08-01T21:33:52Z,1,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",282,26,19,,,,X
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,32,19,X,18,SPP,Ka
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",282,26,19,X,9.8,TGO,X
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,17,0,,,,X
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",21,28,0,X,18,M20,
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,14,0,X,0.2,ACE,S
2026-08-01T21:34:54Z,2026-08-01T21:34:48+00:00,144A,A,2026-08-01T21:33:52Z,62,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",282,25,12,,,,X
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,32,12,X,18,SPP,Ka
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",282,25,12,X,9.8,TGO,X
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,17,0,,,,X
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",21,28,0,S,,M20,
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,14,0,S,,ACE,S
2026-08-01T21:35:54Z,2026-08-01T21:35:48+00:00,144A,A,2026-08-01T21:33:52Z,122,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",282,25,9,,,,X
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",270,32,9,X,18,SPP,Ka
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",282,25,9,X,9.9,TGO,X
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,17,0,,,,X
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",20,28,0,S,,M20,
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",60,14,0,S,,ACE,S
2026-08-01T21:36:54Z,2026-08-01T21:36:48+00:00,144A,A,2026-08-01T21:33:52Z,182,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Goldstone,DSS25,"Spacecraft Telemetry, Tracking, and Command",282,25,7,,,,X
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Goldstone,DSS26,"Spacecraft Telemetry, Tracking, and Command",271,32,7,X,18,SPP,Ka
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Goldstone,DSS24,"Spacecraft Telemetry, Tracking, and Command",282,25,7,X,9.8,TGO,X
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Madrid,DSS55,Engineering Upgrades,0,90,,,,,
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Canberra,DSS43,"Spacecraft Telemetry, Tracking, and Command",207,17,0,,,,X
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Canberra,DSS36,"Spacecraft Telemetry, Tracking, and Command",20,29,0,X,18,M20,
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Canberra,DSS35,"Spacecraft Telemetry, Tracking, and Command",59,14,0,X,0.2,ACE,S
2026-08-01T21:37:54Z,2026-08-01T21:37:48+00:00,144A,A,2026-08-01T21:33:52Z,242,Canberra,DSS34,"Spacecraft Telemetry, Tracking, and Command",15,90,0,,,,
2026-08-01T21:38:54Z,2026-08-01T21:38:48+00:00,144A,A,2026-08-01T21:33:52Z,302,Goldstone,DSS14,Engineering Upgrades,0,90,,,,,
